Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-06-22 00:00:00,1.1183,1.1184,1.1183,1.1183,1.1183,0,0,0
2020-06-22 00:05:00,1.1182,1.1184,1.1182,1.1184,1.1184,0,0,0
2020-06-22 00:10:00,1.1182,1.1182,1.1179,1.1179,1.1179,0,0,0
2020-06-22 00:15:00,1.1179,1.1179,1.1176,1.1176,1.1176,0,0,0
2020-06-22 00:20:00,1.1174,1.1176,1.1172,1.1174,1.1174,0,0,0
2020-06-22 00:25:00,1.1174,1.1176,1.1174,1.1176,1.1176,0,0,0
2020-06-22 00:30:00,1.1176,1.1176,1.1173,1.1174,1.1174,0,0,0
2020-06-22 00:35:00,1.1174,1.1176,1.1174,1.1174,1.1174,0,0,0
2020-06-22 00:40:00,1.1179,1.1179,1.1174,1.1174,1.1174,0,0,0
2020-06-22 00:45:00,1.1176,1.1178,1.1176,1.1177,1.1177,0,0,0
2020-06-22 00:50:00,1.1177,1.1179,1.1177,1.1179,1.1179,0,0,0
2020-06-22 00:55:00,1.1179,1.1181,1.1179,1.1179,1.1179,0,0,0
2020-06-22 01:00:00,1.1181,1.1182,1.1177,1.1182,1.1182,0,0,0
2020-06-22 01:05:00,1.1181,1.1182,1.1179,1.1179,1.1179,0,0,0
2020-06-22 01:10:00,1.1178,1.1184,1.1178,1.1179,1.1179,0,0,0
2020-06-22 01:15:00,1.1183,1.1184,1.1182,1.1183,1.1183,0,0,0
2020-06-22 01:20:00,1.1183,1.1188,1.1182,1.1183,1.1183,0,0,0
2020-06-22 01:25:00,1.1184,1.1184,1.1183,1.1184,1.1184,0,0,0
2020-06-22 01:30:00,1.1186,1.1188,1.1182,1.1182,1.1182,0,0,0
2020-06-22 01:35:00,1.1183,1.1186,1.1183,1.1184,1.1184,0,0,0
2020-06-22 01:40:00,1.1189,1.1189,1.1186,1.1187,1.1187,0,0,0
2020-06-22 01:45:00,1.1188,1.1188,1.1187,1.1187,1.1187,0,0,0
2020-06-22 01:50:00,1.1186,1.1188,1.1186,1.1186,1.1186,0,0,0
2020-06-22 01:55:00,1.1186,1.1186,1.1184,1.1186,1.1186,0,0,0
2020-06-22 02:00:00,1.1187,1.1192,1.1184,1.1192,1.1192,0,0,0
2020-06-22 02:05:00,1.1191,1.1191,1.1188,1.1191,1.1191,0,0,0
2020-06-22 02:10:00,1.1189,1.1192,1.1189,1.1192,1.1192,0,0,0
2020-06-22 02:15:00,1.1192,1.1192,1.1189,1.1192,1.1192,0,0,0
2020-06-22 02:20:00,1.1191,1.1193,1.1189,1.1191,1.1191,0,0,0
2020-06-22 02:25:00,1.1189,1.1189,1.1188,1.1188,1.1188,0,0,0
2020-06-22 02:30:00,1.1188,1.1191,1.1187,1.1187,1.1187,0,0,0
2020-06-22 02:35:00,1.1191,1.1191,1.1188,1.1188,1.1188,0,0,0
2020-06-22 02:40:00,1.1192,1.1192,1.1188,1.1191,1.1191,0,0,0
2020-06-22 02:45:00,1.1193,1.1194,1.1192,1.1192,1.1192,0,0,0
2020-06-22 02:50:00,1.1192,1.1192,1.1191,1.1191,1.1191,0,0,0
2020-06-22 02:55:00,1.1191,1.1192,1.1188,1.1188,1.1188,0,0,0
2020-06-22 03:00:00,1.1188,1.1191,1.1188,1.1191,1.1191,0,0,0
2020-06-22 03:05:00,1.1189,1.1194,1.1189,1.1194,1.1194,0,0,0
2020-06-22 03:10:00,1.1191,1.1191,1.1189,1.1189,1.1189,0,0,0
2020-06-22 03:15:00,1.1191,1.1194,1.1191,1.1194,1.1194,0,0,0
2020-06-22 03:20:00,1.1191,1.1196,1.1191,1.1192,1.1192,0,0,0
2020-06-22 03:25:00,1.1193,1.1197,1.1193,1.1196,1.1196,0,0,0
2020-06-22 03:30:00,1.1197,1.1197,1.1196,1.1196,1.1196,0,0,0
2020-06-22 03:35:00,1.1198,1.1198,1.1197,1.1198,1.1198,0,0,0
2020-06-22 03:40:00,1.1198,1.1199,1.1196,1.1196,1.1196,0,0,0
2020-06-22 03:45:00,1.1197,1.1197,1.1196,1.1196,1.1196,0,0,0
2020-06-22 03:50:00,1.1196,1.1196,1.1194,1.1194,1.1194,0,0,0
2020-06-22 03:55:00,1.1194,1.1196,1.1193,1.1194,1.1194,0,0,0
2020-06-22 04:00:00,1.1194,1.1198,1.1192,1.1192,1.1192,0,0,0
2020-06-22 04:05:00,1.1196,1.1196,1.1193,1.1193,1.1193,0,0,0
2020-06-22 04:10:00,1.1194,1.1197,1.1194,1.1197,1.1197,0,0,0
2020-06-22 04:15:00,1.1194,1.1197,1.1194,1.1196,1.1196,0,0,0
2020-06-22 04:20:00,1.1196,1.1199,1.1196,1.1197,1.1197,0,0,0
2020-06-22 04:25:00,1.1197,1.1198,1.1197,1.1198,1.1198,0,0,0
2020-06-22 04:30:00,1.1199,1.1199,1.1196,1.1196,1.1196,0,0,0
2020-06-22 04:35:00,1.1197,1.1199,1.1196,1.1196,1.1196,0,0,0
2020-06-22 04:40:00,1.1197,1.1198,1.1196,1.1196,1.1196,0,0,0
2020-06-22 04:45:00,1.1196,1.1196,1.1193,1.1194,1.1194,0,0,0
2020-06-22 04:50:00,1.1194,1.1196,1.1194,1.1194,1.1194,0,0,0
2020-06-22 04:55:00,1.1193,1.1196,1.1193,1.1196,1.1196,0,0,0
2020-06-22 05:00:00,1.1198,1.1199,1.1197,1.1199,1.1199,0,0,0
