Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2003-12-01,0.5804,0.5998,0.5799,0.5891,0.5891,0,0,0
2004-03-01,0.5892,0.6021,0.578,0.59,0.59,0,0,0
2004-06-01,0.5883,0.5897,0.5789,0.5847,0.5847,0,0,0
2004-09-01,0.585,0.6115,0.5847,0.6109,0.6109,0,0,0
2004-12-01,0.6117,0.6159,0.6023,0.6158,0.6158,0,0,0
2005-03-01,0.6159,0.6182,0.5997,0.6002,0.6002,0,0,0
2005-06-01,0.6,1.2095,0.5872,0.5947,0.5947,0,0,0
2005-09-01,0.5944,0.5989,0.5861,0.5916,0.5916,0,0,0
2005-12-01,0.5913,0.6183,0.5909,0.6172,0.6172,0,0,0
2006-03-01,0.6172,0.6413,0.6117,0.6332,0.6332,0,0,0
2006-06-01,0.6332,0.6378,0.6241,0.6357,0.6357,0,0,0
2006-09-01,0.6357,0.6507,0.628,0.6497,0.6497,0,0,0
2006-12-01,0.6494,0.6562,0.646,0.6539,0.6539,0,0,0
2007-03-01,0.6539,0.6626,0.6507,0.6541,0.6541,0,0,0
2007-06-01,0.6541,0.665,0.647,0.6562,0.6562,0,0,0
2007-09-01,0.6563,0.6958,0.6541,0.6908,0.6908,0,0,0
2007-12-01,0.692,0.7188,0.6832,0.7168,0.7168,0,0,0
2008-03-01,0.7171,0.7425,0.7155,0.7337,0.7337,0,0,0
2008-06-01,0.7342,0.7436,0.7009,0.7062,0.7062,0,0,0
2008-09-01,0.7061,0.7117,0.6521,0.6612,0.6612,0,0,0
2008-12-01,0.6611,0.7059,0.6457,0.6471,0.6471,0,0,0
2009-03-01,0.6432,0.6955,0.6204,0.6929,0.6929,0,0,0
2009-06-01,0.6929,0.6985,0.6812,0.6938,0.6938,0,0,0
2009-09-01,0.6924,0.7258,0.692,0.7236,0.7236,0,0,0
2009-12-01,0.7237,0.7259,0.7016,0.7118,0.7118,0,0,0
2010-03-01,0.7117,0.7435,0.7041,0.7145,0.7145,0,0,0
2010-06-01,0.7144,0.7435,0.704,0.738,0.738,0,0,0
2010-09-01,0.7382,0.7805,0.738,0.7571,0.7571,0,0,0
2010-12-01,0.7575,0.7877,0.7562,0.7846,0.7846,0,0,0
2011-03-01,0.787,0.8188,0.7772,0.811,0.811,0,0,0
2011-06-01,0.8116,0.834,0.8036,0.8293,0.8293,0,0,0
2011-09-01,0.8308,0.8322,0.7577,0.7711,0.7711,0,0,0
2011-12-01,0.78,0.8057,0.7622,0.8011,0.8011,0,0,0
2012-03-01,0.7993,0.81,0.7752,0.7762,0.7762,0,0,0
2012-06-01,0.7768,0.8066,0.7712,0.7978,0.7978,0,0,0
2012-09-01,0.802,0.823,0.7996,0.8195,0.8195,0,0,0
2012-12-01,0.8193,0.8217,0.8031,0.8089,0.8089,0,0,0
2013-03-01,0.8079,0.8153,0.7864,0.7942,0.7942,0,0,0
2013-06-01,0.7907,0.8061,0.7778,0.7849,0.7849,0,0,0
2013-09-01,0.7855,0.8103,0.7806,0.7965,0.7965,0,0,0
2013-12-01,0.7966,0.8012,0.7795,0.7909,0.7909,0,0,0
2014-03-01,0.7886,0.8031,0.7817,0.7971,0.7971,0,0,0
2014-06-01,0.7979,0.8087,0.7945,0.8009,0.8009,0,0,0
2014-09-01,0.8005,0.8009,0.7651,0.7692,0.7692,0,0,0
2014-12-01,0.7651,0.769,0.7333,0.7371,0.7371,0,0,0
2015-03-01,0.7344,0.7597,0.7175,0.7417,0.7417,0,0,0
2015-06-01,0.7412,0.7527,0.706,0.7097,0.7097,0,0,0
2015-09-01,0.7091,0.7285,0.6963,0.7077,0.7077,0,0,0
2015-12-01,0.709,0.7213,0.6925,0.7098,0.7098,0,0,0
2016-03-01,0.712,0.7491,0.711,0.725,0.725,0,0,0
2016-06-01,0.726,0.7505,0.7248,0.7335,0.7335,0,0,0
2016-09-01,0.7341,0.7444,0.6961,0.7019,0.7019,0,0,0
2016-12-01,0.6973,0.7156,0.6877,0.7116,0.7116,0,0,0
2017-03-01,0.711,0.7245,0.7035,0.7217,0.7217,0,0,0
2017-06-01,0.7229,0.7404,0.7187,0.7366,0.7366,0,0,0
2017-09-01,0.7376,0.7493,0.7293,0.7426,0.7426,0,0,0
2017-12-01,0.7416,0.7685,0.7387,0.7551,0.7551,0,0,0
2018-03-01,0.7548,0.7661,0.7413,0.7468,0.7468,0,0,0
2018-06-01,0.7471,0.7518,0.7237,0.7315,0.7315,0,0,0
2018-09-01,0.7312,0.7347,0.7209,0.7302,0.7302,0,0,0
2018-12-01,0.7302,0.7439,0.7261,0.7419,0.7419,0,0,0
2019-03-01,0.7401,0.7436,0.7228,0.7246,0.7246,0,0,0
2019-06-01,0.7246,0.7402,0.7191,0.7206,0.7206,0,0,0
2019-09-01,0.7207,0.7378,0.7173,0.7313,0.7313,0,0,0
2019-12-01,0.7314,0.7496,0.7122,0.7179,0.7179,0,0,0
2020-03-01,0.7179,0.7268,0.6828,0.7079,0.7079,0,0,0
2020-06-01,0.7084,0.7372,0.7084,0.7366,0.7366,0,0,0
2020-09-01,0.7352,0.7376,0.729,0.7317,0.7317,0,0,0
2020-09-11,0.7304,0.7324,0.7299,0.732,0.732,0,0,0
