Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2020-05-11 09:00:00,4612.96,4642.48,4612.96,4640.51,4640.51,0,0,0.0
2020-05-11 09:05:00,4639.28,4641.13,4636.11,4639.62,4639.62,0,0,0.0
2020-05-11 09:10:00,4638.88,4644.44,4635.12,4641.44,4641.44,0,0,0.0
2020-05-11 09:15:00,4642.12,4649.18,4638.72,4648.92,4648.92,0,0,0.0
2020-05-11 09:20:00,4649.13,4655.75,4646.57,4655.75,4655.75,0,0,0.0
2020-05-11 09:25:00,4654.72,4657.98,4653.21,4657.47,4657.47,0,0,0.0
2020-05-11 09:30:00,4657.14,4659.75,4653.32,4655.39,4655.39,0,0,0.0
2020-05-11 09:35:00,4655.31,4658.24,4653.88,4654.92,4654.92,0,0,0.0
2020-05-11 09:40:00,4654.92,4657.15,4648.62,4651.15,4651.15,0,0,0.0
2020-05-11 09:45:00,4651.18,4651.81,4646.9,4650.27,4650.27,0,0,0.0
2020-05-11 09:50:00,4649.87,4650.44,4644.1,4647.49,4647.49,0,0,0.0
2020-05-11 09:55:00,4647.46,4648.01,4643.84,4646.38,4646.38,0,0,0.0
2020-05-11 10:00:00,4646.43,4646.88,4639.72,4640.74,4640.74,0,0,0.0
2020-05-11 10:05:00,4640.87,4642.75,4637.82,4640.58,4640.58,0,0,0.0
2020-05-11 10:10:00,4641.17,4641.82,4636.38,4638.84,4638.84,0,0,0.0
2020-05-11 10:15:00,4638.92,4640.65,4636.44,4638.94,4638.94,0,0,0.0
2020-05-11 10:20:00,4638.83,4639.8,4636.4,4637.89,4637.89,0,0,0.0
2020-05-11 10:25:00,4637.79,4639.62,4635.7,4636.58,4636.58,0,0,0.0
2020-05-11 10:30:00,4636.85,4642.0,4636.3,4639.56,4639.56,0,0,0.0
2020-05-11 10:35:00,4639.64,4640.1,4634.19,4634.96,4634.96,0,0,0.0
2020-05-11 10:40:00,4635.93,4639.26,4635.07,4637.82,4637.82,0,0,0.0
2020-05-11 10:45:00,4638.62,4639.27,4635.72,4636.41,4636.41,0,0,0.0
2020-05-11 10:50:00,4636.03,4641.46,4636.03,4639.84,4639.84,0,0,0.0
2020-05-11 10:55:00,4639.85,4642.46,4638.83,4641.34,4641.34,0,0,0.0
2020-05-11 11:00:00,4641.31,4642.75,4637.62,4640.19,4640.19,0,0,0.0
2020-05-11 11:05:00,4640.34,4641.75,4637.63,4640.08,4640.08,0,0,0.0
2020-05-11 11:10:00,4640.08,4642.57,4636.78,4641.32,4641.32,0,0,0.0
2020-05-11 11:15:00,4641.38,4645.92,4640.17,4644.52,4644.52,0,0,0.0
2020-05-11 11:20:00,4644.51,4646.15,4641.44,4645.48,4645.48,0,0,0.0
2020-05-11 11:25:00,4645.48,4646.77,4641.44,4641.86,4641.86,0,0,0.0
2020-05-11 11:30:00,4639.4,4639.4,4639.4,4639.4,4639.4,0,0,0.0
