Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2003-12-01,4911.2998,4962.2002,4909.3999,4948.2002,4948.2002,0,0,0
2003-12-08,4947.3999,5001.2002,4914.3999,4979.2002,4979.2002,0,0,0
2003-12-15,4980.3999,5003.6001,4944.5,4977.7002,4977.7002,0,0,0
2003-12-22,4978.0,4987.6001,4914.7002,4985.0,4985.0,0,0,0
2003-12-29,4986.3999,4986.3999,4897.7002,4958.6001,4958.6001,0,0,0
2004-01-05,4958.6001,4958.6001,4893.7998,4915.3999,4915.3999,0,0,0
2004-01-12,4915.3999,5002.5,4890.5,4907.2002,4907.2002,0,0,0
2004-01-19,4907.8999,4974.1001,4887.2998,4968.3999,4968.3999,0,0,0
2004-01-26,4965.6001,5036.6001,4933.7998,4991.8999,4991.8999,0,0,0
2004-02-02,4991.8999,5069.6001,4971.7002,5029.2002,5029.2002,0,0,0
2004-02-09,5026.7002,5051.7002,4988.8999,5020.6001,5020.6001,0,0,0
2004-02-16,5020.2002,5053.6001,4977.8999,4999.8999,4999.8999,0,0,0
2004-02-23,4999.7002,5022.8999,4946.3999,4963.2002,4963.2002,0,0,0
2004-03-01,4963.2002,5046.6001,4940.5,5032.2998,5032.2998,0,0,0
2004-03-08,5032.5,5087.2998,4994.2002,5046.2002,5046.2002,0,0,0
2004-03-15,5045.1001,5108.7002,5018.6001,5085.6001,5085.6001,0,0,0
2004-03-22,5085.1001,5167.7998,5047.7002,5167.7998,5167.7998,0,0,0
2004-03-29,5167.7998,5209.7002,5079.6001,5208.0,5208.0,0,0,0
2004-04-05,5207.3999,5235.8999,5073.2002,5121.6001,5121.6001,0,0,0
2004-04-12,5121.6001,5166.5,5101.7998,5129.3999,5129.3999,0,0,0
2004-04-19,5129.3999,5151.7998,5068.8999,5097.1001,5097.1001,0,0,0
2004-04-26,5097.1001,5122.7998,5065.0,5083.2002,5083.2002,0,0,0
2004-05-03,5082.8999,5230.2002,5074.6001,5165.6001,5165.6001,0,0,0
2004-05-10,5164.1001,5245.3999,5136.3999,5223.7002,5223.7002,0,0,0
2004-05-17,5223.8999,5299.7998,5193.2002,5287.7002,5287.7002,0,0,0
2004-05-24,5287.7002,5548.2998,5278.7998,5443.3999,5443.3999,0,0,0
2004-05-31,5443.0,5607.2998,5440.1001,5501.3999,5501.3999,0,0,0
2004-06-07,5501.6001,5507.0,5403.3999,5491.6001,5491.6001,0,0,0
2004-06-14,5490.2002,5495.8999,5430.6001,5477.7002,5477.7002,0,0,0
2004-06-21,5477.7002,5540.8999,5442.8999,5523.7002,5523.7002,0,0,0
2004-06-28,5522.2998,5539.5,5280.0,5326.3999,5326.3999,0,0,0
2004-07-05,5325.3999,5334.3999,5209.2998,5236.2002,5236.2002,0,0,0
2004-07-12,5236.2002,5285.7998,5173.2002,5241.1001,5241.1001,0,0,0
2004-07-19,5241.1001,5288.7002,5222.0,5259.7002,5259.7002,0,0,0
2004-07-26,5259.7998,5336.3999,5250.8999,5288.7998,5288.7998,0,0,0
