Datetime,Open,High,Low,Close,Volume,Signal
2016-02-03 23:59:59.999989,91.784124545144,93.561838115282,90.895267760075,93.088425262365,45964294.0,Long
2016-02-04 23:59:59.999989,93.113561130492,94.54144486575,92.462756979048,93.83235974552,46471652.0,Long
2016-02-05 23:59:59.999989,93.754651787139,94.143191579046,91.005732759397,91.32627808772,46418064.0,Long
2016-02-08 23:59:59.999989,90.461777050728,92.95814521373,90.374355597549,92.28791407269,54021375.0,Long
2016-02-09 23:59:59.999989,91.588542447258,93.191269088874,91.238856634541,92.268487083095,44331195.0,Long
2016-02-10 23:59:59.999989,93.171842099278,93.589522375578,91.403986046102,91.569115457662,42343601.0,Long
2016-02-11 23:59:59.999989,91.102867707374,92.006222723558,89.937248331653,91.015446254195,50074711.0,Long
2016-02-12 23:59:59.999989,91.491407499281,91.792525838009,90.345215113156,91.297137603327,40351381.0,Long
2016-02-16 23:59:59.999989,92.297627567488,94.075197115462,91.899374280783,93.871213724711,49057916.0,Long
2016-02-17 23:59:59.999989,93.900354209104,95.396232407945,93.395252479625,95.308810954766,44863243.0,Long
2016-02-18 23:59:59.999989,96.008182580199,96.056750054187,93.337942860319,93.502100922399,39020983.0,Long
2016-02-19 23:59:59.999989,93.24955005766,93.987678527335,93.055280161706,93.28840403685,35374173.0,Long
2016-02-22 23:59:59.999989,93.550668396388,94.12376458945,93.171842099278,94.104337599855,34280758.0,Long
2016-02-23 23:59:59.999989,93.638089849567,93.735224797543,91.841093311997,91.977082239165,31942633.0,Long
2016-02-24 23:59:59.999989,91.28742410853,93.618662859971,90.646333451883,93.346685005636,36255745.0,Long
2016-02-25 23:59:59.999989,93.298117531648,93.987775662283,92.521037947834,93.987775662283,27582659.0,Long
2016-02-26 23:59:59.999989,94.41516943338,95.215269999865,93.812932755925,94.133478084248,28991131.0,Long
2016-02-29 23:59:59.999989,94.08491061026,95.415659397541,93.880927219508,93.919781198699,35216277.0,Long
2016-03-01 23:59:59.999989,94.852276699276,97.88288707615,94.628866318929,97.649763201006,50407147.0,Long
2016-03-02 23:59:59.999989,97.63033621141,97.999449013722,96.785262164013,97.863460086554,33169560.0,Long
2016-03-03 23:59:59.999989,97.698330674994,98.795858452183,97.572055242624,98.59197219638,36955742.0,Long
2016-03-04 23:59:59.999989,99.437046243777,100.77750852586,98.46569676401,100.05870991083,46055100.0,Long
2016-03-07 23:59:59.999989,99.456473233373,99.88386700447,98.067443477305,98.951371503894,35915810.0,Long
2016-03-08 23:59:59.999989,97.892600570947,98.844523061119,97.523487768636,98.135437940889,31182194.0,Long
2016-03-09 23:59:59.999989,98.407415795224,98.669680154761,97.397212336266,98.222859394068,27201683.0,Long
2016-03-10 23:59:59.999989,98.504550743201,99.310770811408,97.280650398694,98.271426868057,33513577.0,Long
2016-03-11 23:59:59.999989,99.310770811408,99.349624790598,98.59197219638,99.330197801003,27408237.0,Long
2016-03-14 23:59:59.999989,98.990225483084,99.961574962852,98.863950050715,99.582748665742,25076062.0,Long
2016-03-15 23:59:59.999989,100.98149191661,102.16653828192,100.87464347383,101.58372859406,40067734.0,Long
2016-03-16 23:59:59.999989,101.61286907846,103.26416319406,101.59344208886,102.93390437094,38303493.0,Long
2016-03-17 23:59:59.999989,102.49679710504,103.41957911082,101.95284139637,102.76877495938,34420705.0,Long
2016-03-18 23:59:59.999989,103.29330367845,103.44871959522,102.17625177672,102.88533689695,44205171.0,Long
2016-03-21 23:59:59.999989,102.89505039175,104.56577149695,102.12778143768,102.87562340215,35502678.0,Long
2016-03-22 23:59:59.999989,102.23453274551,104.21608568423,102.19567876632,103.66241648077,32444375.0,Long
2016-03-23 23:59:59.999989,103.42929260562,104.00238879868,102.86590990736,103.0893202877,25703495.0,Long
2016-03-24 23:59:59.999989,102.44822963106,103.20588222527,101.88484693279,102.64249952701,26132955.0,Long
2016-03-28 23:59:59.999989,102.96304485533,103.14760125649,102.04997634435,102.17625177672,19411372.0,Long
2016-03-29 23:59:59.999989,101.88484693279,104.70176042412,101.87513343799,104.59491198134,31190083.0,Long
2016-03-30 23:59:59.999989,105.53712097672,107.2564095559,105.48855350273,106.4210490033,45601149.0,Long
2016-03-31 23:59:59.999989,106.57646492007,106.75130782643,105.76053135706,105.86737979984,25888449.0,Long
2016-04-01 23:59:59.999989,105.66339640909,106.8484427744,105.10001371082,106.8387292796,25873950.0,Long
2016-04-04 23:59:59.999989,107.2564095559,108.97569813509,107.11070713394,107.93635419174,37356204.0,Long
2016-04-05 23:59:59.999989,106.37248152932,107.55752789463,106.28506007614,106.66388637325,26578652.0,Long
2016-04-06 23:59:59.999989,107.07185315475,107.80036526457,106.07136319059,107.78093827498,26404077.0,Long
2016-04-07 23:59:59.999989,106.79987530041,107.2564095559,105.02327710192,105.43027253394,31801870.0,Long
2016-04-08 23:59:59.999989,105.78967184146,106.62503239406,105.07087322643,105.54683447151,23581740.0,Long
2016-04-11 23:59:59.999989,105.84795281024,107.44096595706,105.71196388307,105.89652028423,29407518.0,Long
2016-04-12 23:59:59.999989,106.20735211776,107.33411751429,105.54683447151,107.2758365455,27232325.0,Long
2016-04-13 23:59:59.999989,107.62552235822,109.12140055706,107.62552235822,108.82999571313,33257316.0,Long
2016-04-14 23:59:59.999989,108.42202893162,109.16996803105,108.14033758249,108.88827668191,25473923.0,Long
2016-04-15 23:59:59.999989,108.89799017671,109.08254657787,106.58617841486,106.70274035244,46938969.0,Long
2016-04-18 23:59:59.999989,105.77024485186,105.82852582065,103.87611336631,104.40064208539,60821461.0,Long
2016-04-19 23:59:59.999989,104.7891818773,104.90574381487,103.18645523568,103.84697288192,32384879.0,Long
2016-04-20 23:59:59.999989,103.58470852238,104.99316526805,103.02132582412,104.06066976747,30611030.0,Long
2016-04-21 23:59:59.999989,103.86639987152,103.86639987152,102.49679710504,102.93390437094,31552525.0,Long
2016-04-22 23:59:59.999989,102.00140887036,103.42929260562,101.62258257325,102.65221302181,33683121.0,Long
2016-04-25 23:59:59.999989,101.99169537557,102.62307253741,101.51573413048,102.06940333395,28031588.0,Long
2016-04-26 23:59:59.999989,100.93292444262,102.2831002195,100.93292444262,101.36031821372,56016165.0,Long
2016-04-27 23:59:59.999989,93.24955005766,95.881907147829,92.938718224134,95.017406110836,114602142.0,Long
2016-04-28 23:59:59.999989,94.813422720085,95.075687079622,91.549688468067,92.113071166332,82242690.0,Long
2016-04-29 23:59:59.999989,91.297137603327,92.006222723558,89.859540373272,91.054300233386,68531478.0,Long
2016-05-02 23:59:59.999989,91.272853866333,91.384559056507,89.752691930497,90.957165285409,48160104.0,Long
2016-05-03 23:59:59.999989,91.501120994079,92.99699919292,90.9960192646,92.453043484251,56831277.0,Long
2016-05-04 23:59:59.999989,92.472470473846,93.152415109683,91.132008191767,91.491407499281,41025475.0,Long
2016-05-05 23:59:59.999989,91.865033263783,91.933443394937,90.575013647738,91.122294696969,35890500.0,Long
2016-05-06 23:59:59.999989,91.249342083398,91.327525090431,89.763864949771,90.614105151255,43699886.0,Long
2016-05-09 23:59:59.999989,90.88774567587,91.640257118563,90.487057764826,90.682515282409,32936436.0,Long
2016-05-10 23:59:59.999989,91.210250579881,91.44479960098,90.017959722628,91.298206462794,33686836.0,Long
2016-05-11 23:59:59.999989,91.356843718068,91.44479960098,90.360010378398,90.408874757793,28719109.0,Long
2016-05-12 23:59:59.999989,90.614105151255,90.67274240653,87.437920490539,88.288160692023,76314690.0,Long
2016-05-13 23:59:59.999989,87.955882912133,89.587953183947,87.955882912133,88.464072457847,44392765.0,Long
2016-05-16 23:59:59.999989,90.291600247244,92.246175423069,89.568407432188,91.747758753233,61259756.0,Long
2016-05-17 23:59:59.999989,92.402541437135,92.549134575322,90.897518551749,91.366616593947,46916939.0,Long
2016-05-18 23:59:59.999989,92.021399277849,93.047551245157,91.757531629113,92.412314313014,42062391.0,Long
2016-05-19 23:59:59.999989,92.490497320047,92.490497320047,91.44479960098,92.060490781365,30442100.0,Long
2016-05-20 23:59:59.999989,92.490497320047,93.262554514498,92.373222809497,93.057324121036,32025968.0,Long
2016-05-23 23:59:59.999989,93.692561053179,94.982580669224,93.497103535597,94.23984210241,38018643.0,Long
2016-05-24 23:59:59.999989,95.011899296861,95.862139498345,94.640530013455,95.676454856642,35140174.0,Long
2016-05-25 23:59:59.999989,96.428966299335,97.474664018401,95.881685250104,97.357389507852,38642108.0,Long
2016-05-26 23:59:59.999989,97.416026763126,98.442178730435,96.399647671697,98.129446702303,56331159.0,Long
2016-05-27 23:59:59.999989,97.181477742027,98.188083957577,96.990906662384,98.070809447028,36341240.0,Long
